hour,FaceCount,neutral,happiness,sadness,anger,fear,surprise,disgust,contempt,sample
0,0.8624181374181373,0.798981441297,0.1359262416815833,0.009756582530433332,0.01582593355535133,0.002507614802448667,0.03268251082203499,0.0028156959830729672,0.0015039841551783334,1
1,0.8063492063492063,0.8937018071428572,0.09760300746164285,0.003961763877857143,0.0011273939343571426,8.656297398785717e-05,0.002404849886428572,0.00047852905564285713,0.0006360950748571429,1
2,0.8666666666666667,0.9320557,0.05682649,0.004100848,0.001312595,5.451876e-05,0.002857193,0.0006706564999999999,0.002121956,1
3,0.5066666666666666,0.94787018,0.046483474940000005,0.001193187574,0.00076657122,8.643823999999999e-05,0.003276069792,0.00010492275639999999,0.00021916138299999999,1
4,0.09090909090909093,0.9871346,0.001925687,0.007565852,0.0005985866,0.0004089004,0.0015175260000000002,0.0001886848,0.0006601115,1
5,1.0,0.9570994,0.007757416,0.0004015016000000001,0.0006650216999999999,1.010624e-05,0.03297246,0.0004265680000000001,0.0006674742,1
6,0.709090909090909,0.9573802923076923,0.02372881360846154,0.006344636467307692,0.0030564340662307694,0.0003852870263433846,0.008184235125923077,0.0006334093721861538,0.00028688010023076926,1
7,0.7278747346929164,0.9531469454545456,0.01098952655607121,0.01536194461101515,0.004770577036060605,0.0010191129770748483,0.012272012584454546,0.0010814240472359095,0.0013584524248924244,1
8,0.6660585810111126,0.8934158101787975,0.048826148184476593,0.025469485629003148,0.007895838470855124,0.0007848364752411834,0.01981891682994507,0.0014779637136863573,0.002311000954775317,1
9,0.6643498371777763,0.8381684842907822,0.12823393076545117,0.006490692787924965,0.0062977892136755285,0.0008239318822221202,0.01758642941576444,0.001072762212227817,0.0013259769570368666,1
10,0.7253079577897089,0.8267171064909118,0.1346236247683487,0.012093283136225375,0.005313629124872329,0.0005900565964237215,0.016686868563938525,0.001485636832155209,0.002489793489122794,1
11,0.7232764743045127,0.8168905541222327,0.14408906462653634,0.007538624699216743,0.006743411397285173,0.0008217712554873966,0.01923148341679276,0.0015106060768576097,0.003174483740253344,1
12,0.8760777473685818,0.7555396427736897,0.19759176027026235,0.008273314865267781,0.005820646861058271,0.0010412286126343395,0.025807812237703998,0.0021079385758732707,0.003817654646589233,1
13,0.7670977677393417,0.8360654457868875,0.11794500818185054,0.013670433716680055,0.008483647057479315,0.0012235613642053258,0.01654089835565912,0.0017861166714827695,0.004284889630714052,1
14,0.8107800263451599,0.7928092448583809,0.163614805442115,0.013068217580515736,0.00571875793911534,0.0009199927578516227,0.018856635354305904,0.0025954962205899062,0.0024168507173514186,1
15,0.8155970646827227,0.7954387947967592,0.15504619066461728,0.01952522284458079,0.00927182982091741,0.0008245933670611641,0.012218779511488986,0.0025830858171077193,0.005091502301789948,1
16,0.824603134997997,0.8376837360981879,0.11918092878828632,0.008335178850774004,0.008533151822356007,0.0010503973702832823,0.02035462645757708,0.0028135551252011417,0.002048427236969893,1
17,0.8574255239709783,0.8348812068244739,0.12394647678508931,0.01635629982604685,0.0052989259404704675,0.0009675784698436315,0.015292072225490401,0.001150454462310272,0.0021069866100255318,1
18,0.7857285876516648,0.8363738993277241,0.11762946404273548,0.0133203014376055,0.007920535170688605,0.0008298619583372428,0.0180429111641789,0.0023648760502608408,0.003518151067509966,1
19,0.9679386761536866,0.8362980232364822,0.12656464651366175,0.013450749683069634,0.0031344106830255474,0.0004337661672509789,0.01616074485721381,0.0009947671472978806,0.0029628902157617606,1
20,0.8187816340877564,0.8217138571082024,0.1289082678921751,0.015906143742118403,0.005982785490503204,0.000835638520721351,0.023100762165792328,0.0011081825931463908,0.0024443651519988445,1
21,0.9113888888888889,0.8294377245662499,0.14878987610987496,0.006864214290295001,0.003076491601100001,0.0003109566662206251,0.008460186414525001,0.0016149707330874996,0.0014455857484292505,1
22,0.7992176547732105,0.8992124534185185,0.05000790052155555,0.003923360109962962,0.0011390125954296294,0.0029721566585854814,0.0418722402059,0.00032846676125185194,0.0005444081562222222,1
23,0.8263407644986592,0.8432393721092105,0.10918592030159209,0.004687439176163158,0.016833917242163154,0.0018716107690480261,0.019273487351394735,0.0020284983479034215,0.0028797495385572366,1
