hour,FaceCount,neutral,happiness,sadness,anger,fear,surprise,disgust,contempt,sample
0,0.7307677335584309,0.8565737805480002,0.10068669411531121,0.01050857824273488,0.00894997698243061,0.001523650681249814,0.017804646646786507,0.0017219157926410594,0.0022307536625334884,1
1,0.6969837090207459,0.8857920777777782,0.09516783929423456,0.006062688287086421,0.003687886578555554,0.000326006909232469,0.005057384946358025,0.0006677509182090126,0.0032383656550987643,1
2,0.6426617364117365,0.9465231874999999,0.006391647161833334,0.03094209267916667,0.008822402379166667,0.001063500429,0.003828981502916667,0.001069222477083333,0.0013589488875,1
3,0.5789915966386554,0.8967181176470588,0.052354419147058816,0.01702715202411765,0.01155610741764706,0.0010316885324294118,0.015174792944705884,0.0052747477213529416,0.0008629799805882353,1
4,0.6989487963017376,0.9165212164705886,0.007203482561989412,0.06147075961141176,0.007830868550117647,0.00027986914792294123,0.0026920293812588234,0.002508471145729412,0.0014933053093176467,1
5,0.5963150237740402,0.9001576803278686,0.03978978897658114,0.03590345564737706,0.010377058393852463,0.0022711830615435246,0.007915237785706557,0.0015708506494860651,0.0020147418463852466,1
6,0.7012290442429012,0.8978158830669746,0.04545368363069541,0.03500411450063513,0.007552014781588917,0.0005956374239166961,0.009217959097475886,0.0018632253257233953,0.002497478842113856,1
7,0.7894977265412981,0.8433769944385018,0.10561554748161618,0.032507939296172225,0.007274881243398497,0.00038036440519409074,0.006542914659345149,0.0014999913804061432,0.002801366659984987,1
8,0.8087170057992534,0.8477201895605564,0.1052793402474977,0.02911562567797359,0.005164403265728631,0.0003582651924825298,0.008015694967018821,0.001115885066437712,0.003230595792246489,1
9,0.813641379503868,0.8225589303344765,0.1376071710338352,0.023673508408454627,0.005058181025727344,0.00035600274489108513,0.006478120134561591,0.001316490609517007,0.0029515956461850664,1
10,0.8122005276925437,0.8194890668617157,0.1401820075124961,0.01916866991763465,0.006352006986041967,0.00047190926494545605,0.009533091346700825,0.001687642633035167,0.003115604805082432,1
11,0.7719951022947596,0.8243187840891182,0.13779642549825946,0.01678479799542187,0.005442800029205166,0.000569975757516811,0.01102724792464695,0.0012338065556391953,0.0028261616206033294,1
12,0.8288542562112122,0.7871171169499882,0.17080822726730274,0.01804588079271299,0.005647733083679534,0.000705774981558086,0.013200736363894093,0.0015657928286130416,0.002908737712944486,1
13,0.803016616688493,0.7991403701232905,0.16245380345801694,0.01446181874706994,0.00557586635803588,0.0006625338004133859,0.013484884426745789,0.0015186960412771266,0.0027020274812406286,1
14,0.8481430532869573,0.8117851557152486,0.1413784423062981,0.01903971454922714,0.006560218589104494,0.0007151957871759492,0.015281791309855805,0.0020240854391223367,0.003215396254983711,1
15,0.8019465196767185,0.823560961810163,0.13464720507719471,0.017266857640158645,0.006962955965202855,0.0007027610062451061,0.011894218208660835,0.0015960235254443174,0.0033690170634280885,1
16,0.7812458047786546,0.8465028803381085,0.11471666744013234,0.015398169301773049,0.006131004277954443,0.000722325167363559,0.012512794539685691,0.001439193582536054,0.0025769660786356488,1
17,0.8200825974562738,0.790468451066791,0.16772690641834845,0.015267465003506337,0.004944176057405959,0.0007682769520548812,0.016831386606943607,0.0011933657985616413,0.0027999730579445843,1
18,0.7043818663538638,0.8528241384322878,0.10766668510422003,0.015708224969992295,0.005765670950632916,0.0006618425343800454,0.01270761874294493,0.0014883549573099085,0.003177464148379811,1
19,0.7743940473107132,0.8761170288230015,0.08546314250464879,0.014686193635635569,0.0037405696887448567,0.0007895670148635985,0.014924138770137953,0.0010227961222482405,0.003256563100337059,1
20,0.7289363138518211,0.856902245857062,0.10587347739058128,0.014115308897328933,0.005588013707979425,0.000760031703499683,0.012564887467057728,0.0010715122818389948,0.0031245246701278135,1
21,0.7059756399862401,0.8646850578923734,0.09737339640360468,0.014465570809062609,0.006254582188757892,0.0007974294627238257,0.01183004853141456,0.0017173609222475546,0.002876554755230875,1
22,0.7165588496470852,0.8669653833831683,0.09962858392693626,0.013414807707467351,0.007439267131868573,0.0009884517088478107,0.00838581719659398,0.0010622961458162372,0.0021153932190583024,1
23,0.8323871153093175,0.8777420270236228,0.08203216211301143,0.015196370119103967,0.008283289950017085,0.000998939763452867,0.008436849226873287,0.0017033838190234735,0.005606977384147957,1
