hour,FaceCount,neutral,happiness,sadness,anger,fear,surprise,disgust,contempt,sample
0,0.3878367003367003,0.6270928666666666,0.3289587255,0.02330847535,0.0013406373566666665,0.0001981808116666667,0.0019744778266666666,0.0013311314483333333,0.015795494123333333,1
1,0.34014874014874014,0.9379103714285714,0.03824765155714286,0.0069696582571428575,0.009563378285714286,0.0006105810995714287,0.0037042503364285713,0.0014658822014285713,0.0015282226808571429,1
2,0.18750901875901876,0.94333885,0.0034316518375000003,0.023809675162500002,0.018205067249999998,0.0023073344625,0.00562466272125,0.0023308467887499995,0.0009518964250000001,1
3,0.375,0.98005265,0.015539364,0.002777079485,0.0003506527,5.396745032500001e-05,0.0006792640250000001,0.00013075195775000002,0.00041623583875000005,1
4,0.8808080808080808,0.9276500499999999,0.008848346456666668,0.04471670518333334,0.008812723,5.7219007e-05,0.0002596942373333333,0.0011067864923333334,0.008548471775,1
5,0.4861111111111111,0.9330138,0.011961806666666666,0.04649919466666667,0.005103737333333333,0.00017520187000000004,0.0016997912666666668,0.00027202244333333333,0.0012744232,1
6,0.6185407185407185,0.9245443515151514,0.03148905015727273,0.031095118386666665,0.005684951876666668,0.0001863913939393939,0.004046063547575758,0.001344831468742424,0.0016092274997272725,1
7,0.6684432334132933,0.8712587779888148,0.08095967354320896,0.024137540830250357,0.013588950314922214,0.0003088959293124915,0.004434102963225781,0.000906912409529928,0.0044051423974149715,1
8,0.7128294573055399,0.8940396309574509,0.05520242238232046,0.024307937077555807,0.004900223509545555,0.00047810174636001625,0.015588574726279489,0.0008360659102600928,0.004647042165102707,1
9,0.8353634813370382,0.8030721837392812,0.16842018166677997,0.013963237824548268,0.004180843489569169,0.00025974126245782725,0.006372540918493956,0.0014252711796775923,0.0023060000944019323,1
10,0.7394857766193276,0.7880430573595122,0.16364811092460144,0.026872685571609385,0.00875156246614159,0.0003377327470220069,0.006592966552772519,0.0023799044781488117,0.0033739793075078417,1
11,0.739539556727057,0.7702739570206596,0.19027582513647098,0.019149193469276758,0.005026866063256705,0.0002932146463304801,0.011570983231144635,0.0010488705320874877,0.0023610874285241424,1
12,0.8939116855470937,0.7698300013585885,0.20660148155972843,0.01089143698441571,0.0026044336257332176,0.00035179880136378036,0.006876513372913333,0.0006584261334380355,0.002185908076767369,1
13,0.7548243722919746,0.7335434476016246,0.22825284452290873,0.017139685096971218,0.004250140295312885,0.0011728394676627358,0.011806214035718582,0.001296911347912534,0.002537916815476446,1
14,0.7825475161412672,0.8076952989322224,0.15284899007228836,0.017260302279826244,0.0065494555920784054,0.0007359528181716821,0.010544493957828676,0.000950273032776037,0.0034152349177008164,1
15,0.7115894315586311,0.7531733235586233,0.20548872873479607,0.0164565306684058,0.005066294110336845,0.0006323942470983641,0.014005707452105599,0.0014623381997371484,0.003714686012492636,1
16,0.7945282198368618,0.8674834284208803,0.10003426226215438,0.01942263473035957,0.005869439783136565,0.00036134329280901925,0.0036724601536107806,0.0009045504474006705,0.0022518812202370355,1
17,0.6778100638677562,0.6777994110894127,0.2810610223586346,0.022281388370914038,0.007350480979389839,0.0007736852317029113,0.007304612951186602,0.00113229151229565,0.0022971082958933944,1
18,0.5483790059547636,0.8347155620778788,0.12886366006731007,0.02653165702694949,0.003209075191424244,0.00021340321028313135,0.00477309221938384,0.0005301105371137375,0.0011634377080666665,1
19,0.6942749063801696,0.8569816963157892,0.10584475317851046,0.012071618979621057,0.006254109181249474,0.0006015274332430527,0.01418686688422105,0.0015649536347839999,0.0024944764540736843,1
20,0.7514798164798164,0.7761794639619075,0.20553447818311024,0.007624876787089379,0.005047592915153427,0.00014395150624849787,0.0024353005459693865,0.0010269989932275767,0.0020073361286711538,1
21,0.7205563175801271,0.8415328210017463,0.11813486448587304,0.00983502753448357,0.007627561194392225,0.0008828998202518743,0.012711301733816903,0.002811477357005794,0.006464051592542539,1
22,0.6733028031639139,0.9273092861037037,0.04249228489996296,0.021354654195499995,0.0039191407660277774,0.00018641248969111112,0.0029347709834999986,0.0006507425791222223,0.0011527052404898144,1
23,0.9395938796168155,0.8323366200414185,0.11227688378643348,0.018325564198489408,0.012172572687306886,0.0010567508353608135,0.011530503536631289,0.0026232681307355506,0.009677838487915818,1
